field_1,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,link,username,datetime,tweet_text,impressions,likes,longitude,latitude,timestamp,year,month,day,hour,minute,second,contains_keyword,keyword,is_heat_related,field_25,geometry,BG1,BG2,BG3,BG4,BG5,BG6,weight1,weight2,weight3,weight4,weight5,weight6,bot_score,VADAR_sentiment
29169.0,87047,126416,126416,30569,https://twitter.com/girls_bitcoin/status/1563632911294791680,@girls_bitcoin,2022-08-27T21:01:51.000Z,Texas is hot. For reals. ,,6,30.32344508,-97.75698021,1661652111,2022,8,27,21,1,51,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
28985.0,87291,126232,126232,30385,https://twitter.com/yesvictoria/status/1563653877907574786,@yesvictoria,2022-08-27T22:25:10.000Z,"it's hot, you dress accordingly, and little old yt ladies stare and the cycle repeats",,1,30.32344508,-97.75698021,1661657110,2022,8,27,22,25,10,True,hot,,,,484530370002,484530366002.0,,,,,0.7917538897224634,0.2082461102776162,,,,,0.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
28762.0,87388,267271,267271,28762,https://twitter.com/QSyber/status/1563661317910716417,@QSyber,2022-08-27T22:54:44.000Z,All I've ever wanted was a BBW girl to wear my Sweaters lol https://twitter.com/JadynnStone/status/1563619707063713792…,,,30.32252574373576,-97.75519033,1661658884,2022,8,27,22,54,44,True,sweat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.8,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}"
,87397,27471,27471,615,https://twitter.com/CammiGarrett/status/1563662302125195271,@CammiGarrett,2022-08-27T22:58:38.000Z,"SWEATERS, LEGGINGS, AND BIOTS HERE I COME!!!! https://twitter.com/murdaleewrote/status/1563304905367949312…",,,30.290142420046767,-97.86545532,1661659118,2022,8,27,22,58,38,True,sweat,,,,484530461001,,,,,,1.0000000000000002,,,,,,0.6,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,87578,395561,395561,3,https://twitter.com/Sethersk82/status/1563682405663363073,@Sethersk82,2022-08-28T00:18:31.000Z,It’s raining! #atx #atxweather,,3,30.322036015806056,-97.70475531,1661663911,2022,8,28,0,18,31,True,weather,,,,484530024072,,,,,,1.0000000000000002,,,,,,0.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,87611,23798,23798,0,https://twitter.com/Leahruns100/status/1563691700064854016,@Leahruns100,2022-08-28T00:55:27.000Z,"Walked to dinner=98 degrees. During dinner=sudden rain storm (see the rainbow?). Walk home from dinner=78 degrees. #datenight #atxweather #summershower @ El Chile, Austin Tx",,,30.22279526812429,-97.90402309,1661666127,2022,8,28,0,55,27,True,degree,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.1,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.3612}"
,87639,406898,406898,835,https://twitter.com/thechriswinston/status/1563707561366503426,@thechriswinston,2022-08-28T01:58:29.000Z,Austin weather weird asf....,,,30.44635585773107,-97.68507697,1661669909,2022,8,28,1,58,29,True,weather,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.1,"{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.1779}"
,87662,6233,6233,485,https://twitter.com/Mikep29/status/1563726967077326850,@Mikep29,2022-08-28T03:15:36.000Z,What I see is the same thing as usual for Lakeway. Storms dance around us but we are left high and dry.,,1,30.35605439,-97.9800334,1661674536,2022,8,28,3,15,36,True,dry,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,1.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,88049,11497,11497,491,https://twitter.com/deliaroma8/status/1563959331904798720,@deliaroma8,2022-08-28T18:38:56.000Z,Did your mom get used to the weather here?,,,30.30988264162928,-97.96069731,1661729936,2022,8,28,18,38,56,True,weather,,,,484530011022,484530011032.0,484530011012.0,484530011011.0,,,0.4244862006366536,0.3457481925273618,0.1460007911251315,0.083764816,,,1.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
28517.0,88326,125764,125764,29917,https://twitter.com/SusieBdds/status/1563982439701176321,@SusieBdds,2022-08-28T20:10:45.000Z,"Lol! Confession- I also fixate on watching weather coverage when their is bad weather coming.

I’ll be back on #stackchain soon enough, I promise. Strike devs at BBB are helping to sort out my Stike account!",,3,30.32344508,-97.75698021,1661735445,2022,8,28,20,10,45,True,weather,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.4,"{'neg': 0.114, 'neu': 0.706, 'pos': 0.18, 'compound': 0.4374}"
28501.0,88343,125748,125748,29901,https://twitter.com/SusieBdds/status/1563983806159372288,@SusieBdds,2022-08-28T20:16:11.000Z,Noo! Great when there is terrible weather approaching or in storm season?,,1,30.32344508,-97.75698021,1661735771,2022,8,28,20,16,11,True,weather,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.4,"{'neg': 0.177, 'neu': 0.572, 'pos': 0.251, 'compound': 0.3164}"
28377.0,88495,125624,125624,29777,https://twitter.com/__edamami/status/1564000345860308994,@__edamami,2022-08-28T21:21:54.000Z,"sitting in my hot car in tx before the gym, call that a sauna",,,30.32344508,-97.75698021,1661739714,2022,8,28,21,21,54,True,hot,,,,484530461001,,,,,,1.0000000000000002,,,,,,0.1,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3612}"
28357.0,88519,125604,125604,29757,https://twitter.com/DuskySprngfield/status/1564002679617212416,@DuskySprngfield,2022-08-28T21:31:11.000Z,omg  now *all* the hive is one degree,,2,30.32344508,-97.75698021,1661740271,2022,8,28,21,31,11,True,degree,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.9,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
27733.0,89537,124980,124980,29133,https://twitter.com/brueknows/status/1564349258081370112,@brueknows,2022-08-29T20:28:21.000Z,Been in Texas a week and now I see why people who aren’t from the Bay Area love that weather so much,,,30.32344508,-97.75698021,1661822901,2022,8,29,20,28,21,True,weather,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.1,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.6369}"
27590.0,89695,124837,124837,28990,https://twitter.com/oranaise/status/1564364722341822471,@oranaise,2022-08-29T21:29:48.000Z,Hoodies in hot weather now? I’m still hung up on people wearing sunglasses. At night. And indoors. ,,1,30.32344508,-97.75698021,1661826588,2022,8,29,21,29,48,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.7,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
27378.0,89944,124625,124625,28778,https://twitter.com/vnvbel/status/1564383603831750656,@vnvbel,2022-08-29T22:44:50.000Z,cramps are so unnecessary like what is the reason fr,,4,30.32344508,-97.75698021,1661831090,2022,8,29,22,44,50,True,cramps,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.2,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.4173}"
,90396,406852,406852,789,https://twitter.com/dburton57/status/1564655496551956486,@dburton57,2022-08-30T16:45:14.000Z,"Same here. About to get more rain, which, is a good thing. But, the humidity is way up, right now!",,1,30.44635585773107,-97.68507697,1661895914,2022,8,30,16,45,14,True,humid,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.3,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.3054}"
27102.0,90587,124349,124349,28502,https://twitter.com/MargaretHydeee/status/1564702919257194498,@MargaretHydeee,2022-08-30T19:53:41.000Z,"No because my biggest fear is getting kidnapped while I have my contacts in and then my contacts drying out, forcing me to remove them, and then I’m left blind in some random strangers basement",,2,30.32344508,-97.75698021,1661907221,2022,8,30,19,53,41,True,dry,,,,484530001012,484530001022.0,484530001014.0,,,,0.6068801786837645,0.3276555289013321,0.065464292,,,,0.2,"{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.7964}"
26797.0,90969,124044,124044,28197,https://twitter.com/jstradforever/status/1564729519277326347,@jstradforever,2022-08-30T21:39:23.000Z,realllyyy happy this gloomy weather wasn't around last week when i was depressed!,,,30.32344508,-97.75698021,1661913563,2022,8,30,21,39,23,True,weather,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.2,"{'neg': 0.281, 'neu': 0.525, 'pos': 0.194, 'compound': -0.1635}"
26778.0,90992,124025,124025,28178,https://twitter.com/Lucas33130669/status/1564731215441182721,@Lucas33130669,2022-08-30T21:46:07.000Z,Its so heckin dry in my area there's bairly any suiters or even people with a profile picture  in atx,,1,30.32344508,-97.75698021,1661913967,2022,8,30,21,46,7,True,dry,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,1.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,91608,406809,406809,746,https://twitter.com/dburton57/status/1564968306645278722,@dburton57,2022-08-31T13:28:14.000Z,Good morning Ms. Sunny!,,1,30.44635585773107,-97.68507697,1661970494,2022,8,31,13,28,14,True,sunny,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.3,"{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.7177}"
,91621,403802,403802,8,https://twitter.com/txchicarose/status/1564980374698135554,@txchicarose,2022-08-31T14:16:11.000Z,"dear #august, i know you hold the hottest days, but i would still like to ask a simple, yet relevant #question; where did you go? ~ from #atexasrose",,1,30.370610064376844,-97.68969659,1661973371,2022,8,31,14,16,11,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.1,"{'neg': 0.0, 'neu': 0.837, 'pos': 0.163, 'compound': 0.6187}"
26370.0,91754,123617,123617,27770,https://twitter.com/queerdem0n/status/1565051942572888064,@queerdem0n,2022-08-31T19:00:35.000Z,"even though my fever broke earlier, i keep experiencing small snippets of unrelated fever dreams that i can’t remember when i wake up but i just *know* that they’re weird and horrifying",,1,30.32344508,-97.75698021,1661990435,2022,8,31,19,0,35,True,fever,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.6,"{'neg': 0.232, 'neu': 0.721, 'pos': 0.048, 'compound': -0.7992}"
26067.0,92095,123314,123314,27467,https://twitter.com/rianthemusical/status/1565083501099188225,@rianthemusical,2022-08-31T21:05:59.000Z,Head still hurts and eyes still burn a little. Isn't be sad just so great,,,30.32344508,-97.75698021,1661997959,2022,8,31,21,5,59,True,burn,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.7,"{'neg': 0.142, 'neu': 0.551, 'pos': 0.307, 'compound': 0.5549}"
26055.0,92107,123302,123302,27455,https://twitter.com/wtpickens1/status/1565084454615408640,@wtpickens1,2022-08-31T21:09:46.000Z,Gotta be hot around Kherson this evening.,,,30.32344508,-97.75698021,1661998186,2022,8,31,21,9,46,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,1.6,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
25679.0,92535,122926,122926,27079,https://twitter.com/Dbabylara_/status/1565118188488212483,@Dbabylara_,2022-08-31T23:23:49.000Z,"It's 6:23 and it's 89 degrees outside in Austin, Texas and I am fucking LIVING for it right now",,,30.32344508,-97.75698021,1662006229,2022,8,31,23,23,49,True,degree,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
25628.0,92597,122875,122875,27028,https://twitter.com/writtenbykelsey/status/1565121191567818752,@writtenbykelsey,2022-08-31T23:35:45.000Z,"Update: Not only did I break a sweat, but I definitely fractured my right pinky taking a hit to the hand last night",,3,30.32344508,-97.75698021,1662006945,2022,8,31,23,35,45,True,sweat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.1,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.8338}"
,92735,374679,374679,15,https://twitter.com/mmagbee/status/1565162986347835392,@mmagbee,2022-09-01T02:21:49.000Z,"First time weather has impacted 
@austinfc
   Stay dry my friends. #listos #verde @ Q2 Stadium",,,30.38536625,-97.72194696,1662016909,2022,9,1,2,21,49,True,dry,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.1,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.4767}"
,93655,333947,333947,6,https://twitter.com/kaitswiftie13/status/1565462388962361345,@kaitswiftie13,2022-09-01T22:11:33.000Z,"flew to nashville to see the grass, boy was it green! yes i fully was screaming to invisible string in the 100* heat & yes i was fully dripping in sweat by the end of it",,,30.27724307564677,-97.73775572,1662088293,2022,9,1,22,11,33,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.3,"{'neg': 0.069, 'neu': 0.794, 'pos': 0.137, 'compound': 0.4241}"
24648.0,94353,121895,121895,26048,https://twitter.com/nmvrie_/status/1565781706656944137,@nmvrie_,2022-09-02T19:20:24.000Z,forgot how hot it is here ,,11,30.32344508,-97.75698021,1662164424,2022,9,2,19,20,24,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
24406.0,94646,121653,121653,25806,https://twitter.com/FallenIdentity/status/1565806224268038145,@FallenIdentity,2022-09-02T20:57:49.000Z,"Woah, that was one intense response to a company taking a Federal Holiday off, my gosh. NOT in the Gish spirit at ALL.",,4,30.32344508,-97.75698021,1662170269,2022,9,2,20,57,49,True,intense,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.5,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.5719}"
,97039,6141,6141,393,https://twitter.com/JohnBrecht8/status/1566465563139907584,@JohnBrecht8,2022-09-04T16:37:48.000Z,"This report is total waste as it puffs itself up with credibility, yet blatantly ignores the real path to achieve net zero! Nuclear, not LWR, but inherently safe MSR burning waste/Thorium, see MOLTEX! $1T spent here would solve the problem by 2050! TJ",,,30.35605439,-97.9800334,1662327468,2022,9,4,16,37,48,True,burn,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,1.2,"{'neg': 0.154, 'neu': 0.73, 'pos': 0.116, 'compound': -0.2435}"
22795.0,97235,120042,120042,24195,https://twitter.com/SSN_TexasState/status/1566496900907417606,@SSN_TexasState,2022-09-04T18:42:19.000Z,Sizzling  #TXST,,14,30.32344508,-97.75698021,1662334939,2022,9,4,18,42,19,True,sizzling,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,1.2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
22249.0,97892,119496,119496,23649,https://twitter.com/_citywar/status/1566555203742097408,@_citywar,2022-09-04T22:34:00.000Z,this is literally texas weather,,1,30.32344508,-97.75698021,1662348840,2022,9,4,22,34,0,True,weather,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
21973.0,98392,119220,119220,23373,https://twitter.com/KLAXXmusic/status/1566855164472037376,@KLAXXmusic,2022-09-05T18:25:56.000Z,"illfest, austin! thanks for making my first festival so memorable  i was legit sweating the whole set ! videos comin soon :)

: 
@ramvista_",,12,30.32344508,-97.75698021,1662420356,2022,9,5,18,25,56,True,sweat,,,,484530001012,484530001011.0,,,,,0.9420632172832416,0.057936783,,,,,0.3,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.8652}"
21650.0,98789,118897,118897,23050,https://twitter.com/rockyknowsbest/status/1566895404611936258,@rockyknowsbest,2022-09-05T21:05:50.000Z,"Lots of people have spent the whole gorgeous sunny holiday tweeting at Texas to tell us we don’t matter. 
Not a cloud in the sky ",,1,30.32344508,-97.75698021,1662429950,2022,9,5,21,5,50,True,sunny,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.6,"{'neg': 0.0, 'neu': 0.665, 'pos': 0.335, 'compound': 0.8625}"
756.0,98908,289433,289433,756,https://twitter.com/theshredda/status/1566903467624603652,@theshredda,2022-09-05T21:37:52.000Z,"Don’t believe the hype… success is hard! Do not give up! You got this! I’m tired AF in this picture… #audition #actor #acting #success #heath #wealth #love #happiness @ Austin, Texas",,2,30.26743969816756,-97.75048452,1662431872,2022,9,5,21,37,52,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.2,"{'neg': 0.09, 'neu': 0.504, 'pos': 0.405, 'compound': 0.9515}"
21406.0,99071,118653,118653,22806,https://twitter.com/jayymann28/status/1566920643513303041,@jayymann28,2022-09-05T22:46:08.000Z,You melting ? ,,,30.32344508,-97.75698021,1662435968,2022,9,5,22,46,8,True,melting,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
21366.0,99115,118613,118613,22766,https://twitter.com/Dear_Samanthaa/status/1566925222992920576,@Dear_Samanthaa,2022-09-05T23:04:19.000Z,"It’s gonna be hot, start hydrating now.",,2,30.32344508,-97.75698021,1662437059,2022,9,5,23,4,19,True,hot,,,,484530003051,484530003042.0,,,,,0.7985130472786396,0.2014869527213069,,,,,0.6,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
404.0,99373,442265,442265,404,https://twitter.com/dwe1965/status/1567136671648415745,@dwe1965,2022-09-06T13:04:33.000Z,so hot,,,30.462263333820854,-97.65239084,1662487473,2022,9,6,13,4,33,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,1.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,100186,355185,355185,22,https://twitter.com/ttrentham/status/1567278245548015617,@ttrentham,2022-09-06T22:27:07.000Z,"So I just got a last shipment of free tests that I ordered last week.

If I’m reading this right, they expire in 3 days? And they shouldn’t get hotter than 86 degrees. It’s 93 out and they feel pretty warm. 
@cdc
 ?",,2,30.22396078643448,-97.73303775,1662521227,2022,9,6,22,27,7,True,degree,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.7,"{'neg': 0.052, 'neu': 0.774, 'pos': 0.174, 'compound': 0.7319}"
20150.0,101088,117397,117397,21550,https://twitter.com/cbriancpa/status/1567596214668910592,@cbriancpa,2022-09-07T19:30:36.000Z,We set ours in the low 70s at night usually 72 but at 78 during the days. We used to do 80 but it gets too hot in my office (about 5 to 7 degrees higher than the rest of the house).,,5,30.32344508,-97.75698021,1662597036,2022,9,7,19,30,36,True,degree,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.8,"{'neg': 0.036, 'neu': 0.964, 'pos': 0.0, 'compound': -0.1406}"
19529.0,101835,116776,116776,20929,https://twitter.com/LuxeriousLaya/status/1567655826889785348,@LuxeriousLaya,2022-09-07T23:27:29.000Z,This heat not a game,,,30.32344508,-97.75698021,1662611249,2022,9,7,23,27,29,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
19472.0,101907,116719,116719,20872,https://twitter.com/Buda_Johnson_XC/status/1567662278987710464,@Buda_Johnson_XC,2022-09-07T23:53:07.000Z,More pics from last weeks meet at the AISD Invitational. Got to love this pic of our guys keeping our JV runners cool in this  weather! Those who run know!!,,8,30.32344508,-97.75698021,1662612787,2022,9,7,23,53,7,True,weather,,,,484530012003,484530012005.0,484530012001.0,,,,0.529923088,0.3051767617677832,0.1649001498373616,,,,0.6,"{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.8114}"
,101934,470444,470444,496,https://twitter.com/romalley216/status/1567670240590405639,@romalley216,2022-09-08T00:24:45.000Z,"Very heavy rain and high wind gust  in Manor at least 60-70 MPH gusts 
@NWSSanAntonio
 @KXAN_News
 @KXAN_Weather",,,30.35553307589574,-97.54393195,1662614685,2022,9,8,0,24,45,True,weather,,,,484530001012,484530001022.0,484530001014.0,,,,0.6068801786837645,0.3276555289013321,0.065464292,,,,2.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
18817.0,102988,116064,116064,20217,https://twitter.com/andrewkirima/status/1568006693929492481,@andrewkirima,2022-09-08T22:41:42.000Z,Hot rock summer,,2,30.32344508,-97.75698021,1662694902,2022,9,8,22,41,42,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
18455.0,103866,115702,115702,19855,https://twitter.com/00_Barbara_00/status/1568329566535516162,@00_Barbara_00,2022-09-09T20:04:41.000Z,"Yes, & it’s be a blast to have them as neighbors, or even over for a drink sitting in the evening shade.",,,30.32344508,-97.75698021,1662771881,2022,9,9,20,4,41,True,shade,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.8,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.4019}"
18401.0,103934,115648,115648,19801,https://twitter.com/Nick_Weather/status/1568334455932334080,@Nick_Weather,2022-09-09T20:24:07.000Z,"Here's a live look in Austin! 93 degrees. 
#RollTide",,3,30.32344508,-97.75698021,1662773047,2022,9,9,20,24,7,True,degree,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.9,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,105036,340324,340324,169,https://twitter.com/Donnie19/status/1568626052204740609,@Donnie19,2022-09-10T15:42:49.000Z,"Yeah, it’s a little warm. 
#BAMAvsTEX",,,30.28354111789271,-97.73587433,1662842569,2022,9,10,15,42,49,True,warm,,,,484530424004,,,,,,1.0000000000000002,,,,,,0.4,"{'neg': 0.0, 'neu': 0.512, 'pos': 0.488, 'compound': 0.4228}"
,105113,340292,340292,137,https://twitter.com/pig1ett2000/status/1568657127564054531,@pig1ett2000,2022-09-10T17:46:18.000Z,Hotter than heck. Hook 'em Horns  #Texas #Longhorns #TexasFootball #GameDay #HookEm,,1,30.28354111789271,-97.73587433,1662849978,2022,9,10,17,46,18,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,105129,340288,340288,133,https://twitter.com/Sethersk82/status/1568664424046534657,@Sethersk82,2022-09-10T18:15:17.000Z, it’s hot #HookEm,,,30.28354111789271,-97.73587433,1662851717,2022,9,10,18,15,17,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
17800.0,105234,115047,115047,19200,https://twitter.com/AllanGuenther/status/1568701150035349504,@AllanGuenther,2022-09-10T20:41:13.000Z,"We took ‘sweatin’ it out to another level today! Wow, what a win for the Tide! #RollTide",,19,30.32344508,-97.75698021,1662860473,2022,9,10,20,41,13,True,sweat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.9,"{'neg': 0.0, 'neu': 0.647, 'pos': 0.353, 'compound': 0.8475}"
17721.0,105319,114968,114968,19121,https://twitter.com/NicholeDavidson/status/1568705176474624002,@NicholeDavidson,2022-09-10T20:57:13.000Z,Dude how is anyone still there… it’s a thousand degrees.,,3,30.32344508,-97.75698021,1662861433,2022,9,10,20,57,13,True,degree,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
17554.0,105515,114801,114801,18954,https://twitter.com/NotUfatJesus/status/1568715196805554176,@NotUfatJesus,2022-09-10T21:37:02.000Z,"@_delconte
 can we get rid of the fake turf…slipping is insane especially when it’s hot!!!",,,30.32344508,-97.75698021,1662863822,2022,9,10,21,37,2,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.4,"{'neg': 0.339, 'neu': 0.661, 'pos': 0.0, 'compound': -0.7701}"
,105799,340259,340259,104,https://twitter.com/jimroth/status/1568730186878783490,@jimroth,2022-09-10T22:36:36.000Z,It was hot. It was close. We had a blast. #HookEm,,6,30.28354111789271,-97.73587433,1662867396,2022,9,10,22,36,36,True,hot,,,,484530011022,484530011032.0,484530011012.0,484530011011.0,,,0.4244862006366536,0.3457481925273618,0.1460007911251315,0.083764816,,,0.7,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,106237,406394,406394,331,https://twitter.com/RealColSanders/status/1568773535761563650,@RealColSanders,2022-09-11T01:28:51.000Z,Too hot man calm down Levis,,,30.44635585773107,-97.68507697,1662877731,2022,9,11,1,28,51,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.2,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}"
16549.0,106999,113796,113796,17949,https://twitter.com/katmandelstein/status/1569071841804980225,@katmandelstein,2022-09-11T21:14:13.000Z,In Texas make that several months. Hottest summer on record in #Austin.,,,30.32344508,-97.75698021,1662948853,2022,9,11,21,14,13,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.9,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
,107729,400777,400777,13,https://twitter.com/GTGrizzlyBears/status/1569342235270942722,@GTGrizzlyBears,2022-09-12T15:08:40.000Z,A balmy almost 80 degrees in our upstairs classrooms this morning & throughout the building again!  Thankful to our P.T.A. parents for coming through with some fans to provide some relief to our students and teachers!,,11,30.36434893563875,-97.69518678,1663013320,2022,9,12,15,8,40,True,balmy,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.6,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.8118}"
,107760,291964,291964,43,https://twitter.com/longhorn9531/status/1569368431203336196,@longhorn9531,2022-09-12T16:52:46.000Z,Finally cooling off for a good run around Town Lake!!! #ATX #running,,1,30.26022202280781,-97.75057592,1663019566,2022,9,12,16,52,46,True,cooling,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.5826}"
,107767,345492,345492,201,https://twitter.com/BettieCrossTV/status/1569373986877849602,@BettieCrossTV,2022-09-12T17:14:50.000Z,"Some West Campus safety issues are being fixed. 
@austinenergy
 says it put brighter LED bulbs in 600 streetlamps, installed 15 streetlights and repaired non-functioning lighting fixtures. 
@safehorns
 says crime data helped prioritize hot spots near the UT campus for improvements.",,23,30.284425917449305,-97.7340622,1663020890,2022,9,12,17,14,50,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.8,"{'neg': 0.074, 'neu': 0.763, 'pos': 0.163, 'compound': 0.4939}"
