,field_1,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,link,username,datetime,tweet_text,impressions,likes,longitude,latitude,timestamp,year,month,day,hour,minute,second,contains_keyword,keyword,is_heat_related,field_25,geometry,BG1,BG2,BG3,BG4,BG5,BG6,weight1,weight2,weight3,weight4,weight5,weight6,bot_score,VADAR_sentiment
29,,2956,10481,10481,20,https://twitter.com/DustinLMcComas/status/1523034436291420167,@DustinLMcComas,2022-05-07T20:18:00.000Z,"(Do me a favor and imagine a three-run  flying over the LCF wall. Promise it happened. Phone was overheating  . But the celebration confirms.)
@ColeBJohnson
 provided the big swing for 
@LTCavBaseball
 today.",,26,30.328013467688667,-97.97131583,1651972680,2022,5,7,20,18,0,True,heat,,,,484530023221,484530024031.0,,,,,0.7486490235909027,0.251350976,,,,,0.6,0.3612
33,,3054,25094,25094,67,https://twitter.com/megan_fleming/status/1523100125236645888,@megan_fleming,2022-05-08T00:39:02.000Z,such a beautiful day but wheeeeew it’s hawt,,,30.40663994627672,-97.87673196,1651988342,2022,5,8,0,39,2,True,hawt,,,,484530011012,484530011021.0,,,,,0.6452316554820514,0.3547683445179351,,,,,0.3,0.3506
34,,3088,460409,460409,32,https://twitter.com/HawkTennis1/status/1523121194366513153,@HawkTennis1,2022-05-08T02:02:45.000Z,"Our fundraiser was a SUCCESS & we had 42 participants playing in 100 degrees today for a good cause.  Donations will go to team meals, equipment, and a  for every / in Pflugerville.  
We’re still taking donations for 2wks…write “N/A for tourney.”

https://pflugervilleisd.revtrak.net/hs/hendrickson-high-school/hhs-tennis/…",,10,30.465223809003767,-97.59101188,1651993365,2022,5,8,2,2,45,True,degree,,,,484530013102,484530013092.0,484530013103.0,,,,0.8213678323764643,0.092582263,0.086049904,,,,0.4,0.8455
35,,3251,368947,368947,458,https://twitter.com/InghamFNBCT/status/1523358241484275713,@InghamFNBCT,2022-05-08T17:44:42.000Z,"Operation avoid heat stroke, part II. Tune in on 101.3 FM at 1pm for 
@BaylorSoftball
 and Texas. Bears going for the series win.",,8,30.280747267456512,-97.72690656,1652049882,2022,5,8,17,44,42,True,heat,,,,484530352003,484530373001.0,,,,,0.917364674,0.082635326,,,,,0.4,0.3818
36,,3337,434902,434902,183,https://twitter.com/AL_0713/status/1523426143285567488,@AL_0713,2022-05-08T22:14:31.000Z,"Steamy, 98-degree Austin today where I managed to snap this pic before stepping outside into the heat! More TX pics this week. #austintexas #atx #happymothersday #barbecue https://instagram.com/p/CdUD3Fjr7VY5kAX5U01yM5aQmAIKdIA5XUFM1Q0/?igshid=YTgzYjQ4ZTY=…",,,30.20258644090335,-97.67033677,1652066071,2022,5,8,22,14,31,True,degree,,,,484530011023,484530011022.0,484530011021.0,,,,0.6548391131051324,0.245079525379839,0.1000813615150199,,,,0.9,0.5883
37,,3346,300228,300228,5076,https://twitter.com/GinaFraustro/status/1523430792772616192,@GinaFraustro,2022-05-08T22:32:59.000Z,"Had a blast at the Pecan Street Festival yesterday with my sister and my lovely niece. It was HOT but FUN. Glad it’s back! #austintexas #ATX #6thstreet @ Austin, Texas https://instagram.com/p/CdUF-cTpiok/?igshid=YTgzYjQ4ZTY=…",,,30.26832471419792,-97.74867281,1652067179,2022,5,8,22,32,59,True,hot,,,,484530013083,484530023233.0,484530023221.0,,,,0.5859010093626627,0.3282812263007028,0.085817764,,,,0.4,0.9365
39,,3545,300201,300201,5049,https://twitter.com/ThisIsRiSi/status/1523683530517225473,@ThisIsRiSi,2022-05-09T15:17:17.000Z,"Don’t hate me ~ but I kinda love a 97 degree day now n again … & i’m coming home tan! #texas    @ Austin, Texas https://instagram.com/p/CdV46CbugBj/?igshid=YTgzYjQ4ZTY=…",,1,30.26832471419792,-97.74867281,1652127437,2022,5,9,15,17,17,True,degree,,,,484530004013,484530006012.0,,,,,0.9899097977302505,0.0100902022697184,,,,,2.1,0.6488
40,,3617,95270,95270,1,https://twitter.com/Mary_Wasson/status/1523748803521744896,@Mary_Wasson,2022-05-09T19:36:39.000Z,"It’s Monday, May 9th, 100+ degrees … I’m out here dragging a tire getting ready for a backpacking trip!   @ Atomic Legion https://instagram.com/p/CdWWlrVldBh/?igshid=YTgzYjQ4ZTY=…",,,30.22151230994616,-97.76006376,1652142999,2022,5,9,19,36,39,True,degree,,,,484530011011,484530011032.0,,,,,0.9591295578789066,0.040870442,,,,,0.3,0.4199
44,,3989,25091,25091,64,https://twitter.com/ChrisHessLMT/status/1524101593867730947,@ChrisHessLMT,2022-05-10T18:58:31.000Z,"My lunch is likely better than your lunch...at least on this day. Eating some pretty good Mexican food and drinking some really good drinks while staring at Lake Travis. 

#travel #vacation #food #laketravis #oasis",,,30.40663994627672,-97.87673196,1652227111,2022,5,10,18,58,31,True,oasis,,,,484530004013,484530006012.0,,,,,0.9899097977302505,0.0100902022697184,,,,,0.7,0.9041
45,,4135,295143,295143,106,https://twitter.com/Strattiiix/status/1524209361706434564,@Strattiiix,2022-05-11T02:06:44.000Z,"Got to hang with my boys 
@evanf1997_
 @Sweatcicle
 just was missing my guy 
@cbgray_
! They are great for the Destiny community but even better in person.",,6,30.27012913026052,-97.74864992,1652252804,2022,5,11,2,6,44,True,sweat,,,,484530004013,484530006012.0,,,,,0.9899097977302505,0.0100902022697184,,,,,1.3,0.7263
50,,4454,2257,2257,425,https://twitter.com/TylerG1998/status/1524556762556379136,@TylerG1998,2022-05-12T01:07:11.000Z,"Iffy weather = think calm thoughts. 

This will be the 19th launch for #SpaceX in 2022, and the 12th #Starlink mission of the year. A success will help the company surpass their 2017 total manifest (18).",,221,30.45280531852985,-98.00608649,1652335631,2022,5,12,1,7,11,True,weather,,,,484530004013,484530006012.0,,,,,0.9899097977302505,0.0100902022697184,,,,,0.2,0.8271
51,,4465,309998,309998,470,https://twitter.com/ATXSarahLynn/status/1524564637282410496,@ATXSarahLynn,2022-05-12T01:38:29.000Z,Red Ash. Worth the pasta sweats. #redash #italian @ Red Ash,,,30.265600873447795,-97.74690691,1652337509,2022,5,12,1,38,29,True,sweat,,,,484530004013,484530006012.0,,,,,0.9899097977302505,0.0100902022697184,,,,,0.4,0.2263
52,,4466,95187,95187,10,https://twitter.com/SEUXCTF/status/1524565125952331776,@SEUXCTF,2022-05-12T01:40:25.000Z,"Comin’ in hot from Cypress Texas
Welcome to the Hilltop Luke!!!

#FearTheGoat @ St. Edward's University Athletics",,5,30.230534488794284,-97.75995055,1652337625,2022,5,12,1,40,25,True,hot,,,,484530007001,484530011012.0,,,,,0.6204181893186127,0.3795818106813515,,,,,1.3,0.5962
54,,4820,352348,352348,1041,https://twitter.com/dena_hamilton/status/1524894940437925900,@dena_hamilton,2022-05-12T23:30:59.000Z,"It’s hot. But it’s the state track meet, so we’re here being loud and proud! Let’s Go Tigers! #toetheline",,16,30.283506290391127,-97.73227324,1652416259,2022,5,12,23,30,59,True,hot,,,,484530321001,484530320002.0,,,,,0.5681435731070731,0.4318564268929565,,,,,0.1,0.6941
56,,4942,27921,27921,1065,https://twitter.com/Femme_Foodie/status/1524954687342002199,@Femme_Foodie,2022-05-13T03:28:24.000Z,"It’s breezy, so the fire pit is keeping me warm, and yes, it’s super relaxing! There’s Country music playing in the background, distant chatter, so I’m just enjoying this moment in time.",,1,30.290142420046767,-97.86545532,1652430504,2022,5,13,3,28,24,True,warm,,,,484530023161,484530023041.0,,,,,0.9993113585414632,0.000688641,,,,,0.2,0.9297
57,,4985,324897,324897,202,https://twitter.com/rheareignsoveru/status/1525058632764870657,@rheareignsoveru,2022-05-13T10:21:26.000Z,As Austin is heating up I am excited to announce to be traveling to Berlin next Monday. #Austin to #Europe - looking forward to seeing all my friends ,,4,30.259233632369583,-97.74158678,1652455286,2022,5,13,10,21,26,True,heat,,,,484530007001,484530011012.0,,,,,0.6204181893186127,0.3795818106813515,,,,,1.7,0.6705
59,,5246,451172,451172,276,https://twitter.com/GailAlfarATX/status/1525234559008243712,@GailAlfarATX,2022-05-13T22:00:31.000Z,"The Solar “A” is on the way! 
Another busy day at Giga Texas, great way to wrap up an absolute stellar week of progress and a ton of cars coming out of the factory! May 13, 2022 
 
@peterdog15",,35,30.22191359399337,-97.61968768,1652497231,2022,5,13,22,0,31,True,solar,,,,484530011021,484530011012.0,484530011023.0,484530012004.0,,,0.9072468439877104,0.078779044,0.0125965807616117,0.001377532,,,0.4,0.8168
61,,5337,352249,352249,942,https://twitter.com/UDallasCCTF/status/1525278867010748418,@UDallasCCTF,2022-05-14T00:56:34.000Z,"Recruiting and networking at the UIL Track and Field Championships for the last part of the 2A and 5A races. The mile is in a few minutes. Should be fun to watch. I will be here all day tomorrow for the 1A and 6A in the burning sun. 
@UDallasSports
 @UDAthRecruiting
 @UDallasUGA",,7,30.283506290391127,-97.73227324,1652507794,2022,5,14,0,56,34,True,burn,,,,484530012004,484530013111.0,484530013091.0,,,,0.7569831804406983,0.1577119840491526,0.085304836,,,,0.6,0.7579
62,,5382,61270,61270,59,https://twitter.com/blessjess08/status/1525301048398733313,@blessjess08,2022-05-14T02:24:43.000Z,This weather plus drinks = great night ,,1,30.236283541076844,-97.79587681,1652513083,2022,5,14,2,24,43,True,weather,,,,484530011032,484530011011.0,484530009024.0,,,,0.6304110786372968,0.2596079034353871,0.1099810179272394,,,,0.0,0.6249
64,,5497,352225,352225,918,https://twitter.com/JonPoorman/status/1525469185018679296,@JonPoorman,2022-05-14T13:32:50.000Z,": Austin, TX

We’ve got some nice cloud cover and 75-degree weather this morning as the final day of the #UILState track and field championships gets underway. Stay tuned to 
@HoustonChronHS
 for medalists updates and follow our live blog here: https://houstonchronicle.com/texas-sports-nation/hs-sports/article/Live-updates-UIL-Class-6A-track-and-field-state-17172928.php…",,10,30.283506290391127,-97.73227324,1652553170,2022,5,14,13,32,50,True,degree,,,,484530024531,484530024501.0,,,,,0.7109185004735842,0.2890814995263904,,,,,0.7,0.8494
65,,5538,299982,299982,4830,https://twitter.com/PawstinBarkery/status/1525492234795245568,@PawstinBarkery,2022-05-14T15:04:25.000Z,"Happy Saturday! Come enjoy this nice weather at Onion Creek Greenbelt! Explore the trails, swim in the creek & grab some treats for your pups! @ Austin, Texas https://instagram.com/p/CdivaSiO_M1/?igshid=YTgzYjQ4ZTY=…",,,30.26832471419792,-97.74867281,1652558665,2022,5,14,15,4,25,True,weather,,,,484530004023,484530004013.0,484530008033.0,,,,0.6115301145555179,0.3014297292068559,0.087040156,,,,4.1,0.9006
68,,5603,317299,317299,420,https://twitter.com/GloriaVeraBedo1/status/1525527457801150464,@GloriaVeraBedo1,2022-05-14T17:24:23.000Z,"@McMahonShellie
 manages to be glamorous in glaring sun while I stand there and turn into a puddle! #ReproductiveRights #RoeVsWade #WomensRights #HumanRights Thanks Shellie for always inspiring us to do more. #BIPOC #women die at a higher rate due to pregnancy complications. #Vote",,4,30.27458843,-97.74319152,1652567063,2022,5,14,17,24,23,True,glaring,,,,484530423001,484530455002.0,484530430001.0,,,,0.7081348230224643,0.1853031634492861,0.1065620135282428,,,,1.4,0.6284
74,,6083,317272,317272,393,https://twitter.com/Scimitar84/status/1525994846317686784,@Scimitar84,2022-05-16T00:21:37.000Z,"Finally got to see the state capital of Texas today, was warm walking around but worth it  @ Texas State Capitol",,,30.27458843,-97.74319152,1652678497,2022,5,16,0,21,37,True,warm,,,,484530022161,,,,,,1.0000000000000002,,,,,,0.8,0.4215
77,,6558,409326,409326,3263,https://twitter.com/andrerezaie/status/1526571616271880193,@andrerezaie,2022-05-17T14:33:30.000Z,"Come on man, you were a former football player, you should know playing in the 95-100 degree heat is absolute trash. Y’all gotta have this game kick off at 6:30/7/7:30.",,1,30.44635585773107,-97.68507697,1652816010,2022,5,17,14,33,30,True,degree,,,,484530365001,484530366003.0,,,,,0.6441951391123356,0.081485207,,,,,0.4,0.2023
79,,6929,361321,361321,31,https://twitter.com/colbyfjames/status/1526951254655639552,@colbyfjames,2022-05-18T15:42:03.000Z,"Thanks to everyone who came out and sweated with us last night. We’ll do it again really soon.

: 
@tony_the_murse",,14,30.21041024,-97.73141197,1652906523,2022,5,18,15,42,3,True,sweat,,,,484530011021,484530011012.0,484530011023.0,484530012004.0,,,0.9072468439877104,0.078779044,0.0125965807616117,0.001377532,,,0.7,0.4404
82,,7347,299774,299774,4622,https://twitter.com/PawstinBarkery/status/1527337403941150744,@PawstinBarkery,2022-05-19T17:16:28.000Z,"It’s a beautiful sunny Thursday! Come play in the creek, explore the Greenbelt & grab some yummy treats! @ Austin, Texas https://instagram.com/p/Cdv2fuBlMxc/?igshid=YTgzYjQ4ZTY=…",,,30.26832471419792,-97.74867281,1652998588,2022,5,19,17,16,28,True,sunny,,,,484530353001,,,,,,1.0000000000000002,,,,,,4.1,0.9199
83,,7447,283521,283521,93,https://twitter.com/Romero_Connect/status/1527408551395741697,@Romero_Connect,2022-05-19T21:59:11.000Z,"Looking forward to the Great Weather...

#Austin",,1,30.26566959,-97.75410783,1653015551,2022,5,19,21,59,11,True,weather,,,,484530011021,484530011012.0,484530011023.0,484530012004.0,,,0.9072468439877104,0.078779044,0.0125965807616117,0.001377532,,,2.9,0.6249
85,,8201,299703,299703,4551,https://twitter.com/atxpetportraits/status/1528041028736929794,@atxpetportraits,2022-05-21T15:52:25.000Z,"Shopping today? Stop by @potterybarn_austin and check out my Pet Pop Art! It's a beautiful sunny day and we're just getting started. 

#potterybarn #pets #art #atx #austintexasthings @ Austin, Texas",,,30.26832471419792,-97.74867281,1653166345,2022,5,21,15,52,25,True,sunny,,,,484530019212,484530019211.0,,,,,0.6888743111827489,0.3111256888172203,,,,,2.0,0.6996
86,,8313,299696,299696,4544,https://twitter.com/LanceLunsford/status/1528092977616257024,@LanceLunsford,2022-05-21T19:18:51.000Z,"Sweet wipe out on 1826 … hot. Last weekend before #captextri @ Austin, Texas https://instagram.com/p/Cd1OGABFBdyibjWr7vS9Zopam7mnj5NxungcCU0/?igshid=YTgzYjQ4ZTY=…",,,30.26832471419792,-97.74867281,1653178731,2022,5,21,19,18,51,True,hot,,,,484530318002,,,,,,1.0000000000000002,,,,,,0.9,0.4588
89,,8544,286636,286636,105,https://twitter.com/walkersvibes/status/1528183854212730881,@walkersvibes,2022-05-22T01:19:57.000Z,"Saturday#blazinghot #austintxhot #somewhereonsouthcongress #streetarttx (If anyone knows the name of this artist, please do share!) #sxsw2022 #southcongressaustin @ South Congress https://instagram.com/p/Cd13anXuKg-/?igshid=YTgzYjQ4ZTY=…",,,30.24851043731704,-97.75252429,1653200397,2022,5,22,1,19,57,True,blazing,,,,484530011021,484530011012.0,484530011023.0,484530012004.0,,,0.9072468439877104,0.078779044,0.0125965807616117,0.001377532,,,0.3,0.5848
91,,8566,340607,340607,452,https://twitter.com/AprilJoie_/status/1528198154365161473,@AprilJoie_,2022-05-22T02:16:47.000Z,"Here in the sweltering heat to witness the doctoral graduation of Mo City’s finest! So proud of you 
@AngelWilson36
! #UTGrad2022",,7,30.28354111789271,-97.73587433,1653203807,2022,5,22,2,16,47,True,heat,,,,484530011032,484530011031.0,,,,,0.8940620717551578,0.1059379282449037,,,,,0.4,0.6783
92,,8601,409145,409145,3082,https://twitter.com/MisterRMW/status/1528220910444072960,@MisterRMW,2022-05-22T03:47:12.000Z,Spotless car at 11am.. Severe thunderstorm watch at 11pm. I love Texas weather this time a’year.,,1,30.44635585773107,-97.68507697,1653209232,2022,5,22,3,47,12,True,weather,,,,484539800001,,,,,,1.0000000000000002,,,,,,0.1,0.3818
94,,9183,461729,461729,558,https://twitter.com/nicholerozay92/status/1528878390064848898,@nicholerozay92,2022-05-23T23:19:48.000Z,My bestie know me I love the shades babbeee I love sunglasses,,,30.244102871544435,-97.58517758,1653365988,2022,5,23,23,19,48,True,shade,,,,484530305001,,,,,,1.0000000000000002,,,,,,0.4,0.8555
95,,9235,367450,367450,182,https://twitter.com/LivvieStar/status/1528913228209733633,@LivvieStar,2022-05-24T01:38:14.000Z,"Super fun, Saturday night  with friends 
 Rainy night, rainy dance night! @ 77 Degrees Rooftop https://instagram.com/p/Cd7DGLHL8fg/?igshid=YTgzYjQ4ZTY=…",,,30.401640760889297,-97.7253409,1653374294,2022,5,24,1,38,14,True,degree,,,,484530006012,484530006064.0,484530006081.0,,,,0.6052777823373362,0.2624147785113918,0.1323074391512601,,,,1.2,0.8748
96,,9577,171950,171950,28,https://twitter.com/djsana13/status/1529276826194956288,@djsana13,2022-05-25T01:43:02.000Z,Just a little fitness magic today!   @avillasana143 #fitness44 #strongertogether #supporteachother @ Lady Bird Lake Hike and Bike Trail,,,30.26570379654381,-97.7577083,1653460982,2022,5,25,1,43,2,True,hot,,,,484530358002,,,,,,1.0000000000000002,,,,,,2.0,0.273
98,,9923,59617,59617,9,https://twitter.com/BigDre73/status/1529594936097705984,@BigDre73,2022-05-25T22:47:05.000Z,"""House-Smoked Ribeye""  with a side of Mashed Potatoes and HP Mac & Cheese from The steak was seasoned with a BBQ Dry Rub that gave it an interesting but good flavor. #bigdrefoodieforlife",,7,30.23182189791617,-97.80133073,1653536825,2022,5,25,22,47,5,True,dry,,,,484530019113,484530019231.0,,,,,0.6317568495674101,0.3682431504326206,,,,,0.9,0.6908
99,,10102,408991,408991,2928,https://twitter.com/streetsweetstx/status/1529835531399532545,@streetsweetstx,2022-05-26T14:43:08.000Z,"Beat the heat with our
ICE CREAM CUPCAKES

Forget frosting, give me ICE CREAM!!
Combining two of our favorites!

Have a special event coming up? Our dessert truck is perfect for any social gathering, business or casual...your guest will definitely enjoy our treats",,,30.44635585773107,-97.68507697,1653594188,2022,5,26,14,43,8,True,heat,,,,484530019212,484530019211.0,,,,,0.6888743111827489,0.3111256888172203,,,,,0.8,0.9334
100,,10136,299506,299506,4354,https://twitter.com/PawstinBarkery/status/1529857579941240835,@PawstinBarkery,2022-05-26T16:10:45.000Z,"What a beautiful Thursday! Come enjoy this good weather exploring Onion Creek and spoiling your pup with some yummy treats! 

7004 Onion Creek Drive @ Austin, Texas",,,30.26832471419792,-97.74867281,1653599445,2022,5,26,16,10,45,True,weather,,,,484530343001,484530337001.0,,,,,0.6782612336625231,0.060280955,,,,,4.1,0.9378
104,,10829,247,247,8,https://twitter.com/GeorgeMo/status/1530610887857422336,@GeorgeMo,2022-05-28T18:04:07.000Z,"Lovely on a hot day. - Drinking a Saison C’est Bon! by 
@TheFamilyBeer
 @ Family Business Beer Company  — https://untp.beer/s/c1163144051",,,30.291970758502025,-98.08141529,1653779047,2022,5,28,18,4,7,True,hot,,,,484530019121,,,,,,1.0000000000000002,,,,,,0.4,0.6239
105,,10841,447538,447538,5,https://twitter.com/BandManor/status/1530617962322878465,@BandManor,2022-05-28T18:32:14.000Z,We’re settled in and warming up! #tssec,,6,30.44583718822976,-97.63457974,1653780734,2022,5,28,18,32,14,True,warm,,,,484530010002,484530010003.0,484530009024.0,484530009023.0,,,0.5195441338314716,0.3097479868090037,0.1278079251911724,0.042899954,,,0.4,0.2244
106,,10915,299424,299424,4272,https://twitter.com/cindymhdz/status/1530672400576040961,@cindymhdz,2022-05-28T22:08:33.000Z,"Sunny day = pool day    @ Austin, Texas https://instagram.com/p/CeHjFB1re7S7N9lOcPmkdty1HSeA3jfQqTrvWg0/?igshid=YTgzYjQ4ZTY=…",,,30.26832471419792,-97.74867281,1653793713,2022,5,28,22,8,33,True,sunny,,,,484530453002,484530454003.0,484530408003.0,,,,0.5302259986930021,0.3681129399564363,0.1016610613505242,,,,0.1,0.4215
108,,11014,320601,320601,26,https://twitter.com/MakeItRainShane/status/1530883092164104192,@MakeItRainShane,2022-05-29T12:05:46.000Z,"Good morning, early birds!  Tracking a warm and breezy start to your Sunday. We’d love ya to join us on KVUE now until 9 a.m.",,43,30.36569315929805,-97.74022563,1653843946,2022,5,29,12,5,46,True,warm,,,,484530352003,484530373001.0,,,,,0.917364674,0.082635326,,,,,0.3,0.8883
109,,11045,299399,299399,4247,https://twitter.com/PawstinBarkery/status/1530924912784941062,@PawstinBarkery,2022-05-29T14:51:57.000Z,"Happy Sunday y’all! Come on down to Onion Creek Greenbelt to enjoy this great weather, play with your pups and grab some yummy treats! 

: @weshakebutt @ Austin, Texas https://instagram.com/p/CeJV59WOMfV/?igshid=YTgzYjQ4ZTY=…",,,30.26832471419792,-97.74867281,1653853917,2022,5,29,14,51,57,True,weather,,,,484530013042,484530013092.0,,,,,0.9422627658105756,0.057737234,,,,,4.1,0.9593
111,,11116,1390,1390,5,https://twitter.com/SchwaeJames/status/1530992344560025600,@SchwaeJames,2022-05-29T19:19:54.000Z,"Saddled up and ready to ride, 
@elgauchowinery
 from 3-6 on this hot, beautiful Sunday. Come on out to #Spicewood! #livemusic #fullcontactfolkmusic #atxmusic @ El Gaucho Winery",,,30.378251840818205,-98.05190656,1653869994,2022,5,29,19,19,54,True,hot,,,,484530011021,484530011012.0,484530011023.0,484530012004.0,,,0.9072468439877104,0.078779044,0.0125965807616117,0.001377532,,,0.3,0.7712
