,field_1,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,link,username,datetime,tweet_text,impressions,likes,longitude,latitude,timestamp,year,month,day,hour,minute,second,contains_keyword,keyword,is_heat_related,field_25,geometry,BG1,BG2,BG3,BG4,BG5,BG6,weight1,weight2,weight3,weight4,weight5,weight6,bot_score,VADAR_sentiment
23,,2714,409563,409563,3500,https://twitter.com/AntonyJosephind/status/1522767146237022208,@AntonyJosephind,2022-05-07T02:35:53.000Z,#saveEarth #savetheearth #savetheplanet #ClimateCrisis #ClimateActionNow #ClimateEmergency #ClimateAction #climate #ClimateJustice #SaveEnvironmenttoSaveEarth,,1,30.44635585773107,-97.68507697,1651908953,2022,5,7,2,35,53,True,climate,,,,484530469003,,,,,,1.0000000000000002,,,,,,1.3,0.0
24,,2809,285889,285889,132,https://twitter.com/MAAlcala/status/1522947487304192002,@MAAlcala,2022-05-07T14:32:30.000Z,It’s 81° and humid this morning. It’s hot.,,8,30.26475023647056,-97.75231901,1651951950,2022,5,7,14,32,30,True,hot,,,,484530004023,484530004013.0,,,,,0.9935498271770442,0.006450173,,,,,0.1,0.0
27,,2931,5545,5545,3,https://twitter.com/cristinagboswel/status/1523017410319876097,@cristinagboswel,2022-05-07T19:10:21.000Z,"Here’s to starting #summer in #austintx  with my #bestie #sister! #wine #pool #heat @ The Hills, Texas",,2,30.34794801,-97.98191951,1651968621,2022,5,7,19,10,21,True,heat,,,,484530352003,484530373001.0,,,,,0.917364674,0.082635326,,,,,1.6,0.0
30,,2975,172235,172235,37,https://twitter.com/MikeGrayAFC/status/1523047117249462272,@MikeGrayAFC,2022-05-07T21:08:24.000Z,Afternoon #LAGalaxy fans! It is burning lava hot outside. ,,38,30.247659538307893,-97.7579354,1651975704,2022,5,7,21,8,24,True,burn,,,,484530343001,484530337001.0,,,,,0.6782612336625231,0.060280955,,,,,0.1,0.0
31,,3029,409556,409556,3493,https://twitter.com/AntonyJosephind/status/1523083034659983363,@AntonyJosephind,2022-05-07T23:31:07.000Z,#saveEarth #savetheplanet #ClimateCrisis #ClimateActionNow #ClimateAction #climateanxiety,,,30.44635585773107,-97.68507697,1651984267,2022,5,7,23,31,7,True,climate,,,,484530011011,484530011032.0,,,,,0.5518188639113287,0.4481811360887276,,,,,1.3,0.0
32,,3032,409555,409555,3492,https://twitter.com/AntonyJosephind/status/1523083650744877056,@AntonyJosephind,2022-05-07T23:33:34.000Z,#ClimateActionNow #ClimateCrisis #ClimateAction #climate #ClimateStrike #saveEarth #savetheplanet,,1,30.44635585773107,-97.68507697,1651984414,2022,5,7,23,33,34,True,climate,,,,484530358002,,,,,,1.0000000000000002,,,,,,1.3,0.0
38,,3410,2275,2275,443,https://twitter.com/HeliSlacker/status/1523466508865015808,@HeliSlacker,2022-05-09T00:54:55.000Z,How to beat some of that Texas Heat,,12,30.45280531852985,-98.00608649,1652075695,2022,5,9,0,54,55,True,heat,,,,484530423001,484530455002.0,484530430001.0,,,,0.7081348230224643,0.1853031634492861,0.1065620135282428,,,,0.3,0.0
41,,3690,450860,450860,20,https://twitter.com/Chykalet/status/1523782865552482310,@Chykalet,2022-05-09T21:52:00.000Z,It’s hot!,,,30.335585702545565,-97.61809557,1652151120,2022,5,9,21,52,0,True,hot,,,,484530019212,484530019211.0,,,,,0.6888743111827489,0.3111256888172203,,,,,0.1,0.0
42,,3939,54897,54897,19,https://twitter.com/myspeedymart/status/1524061997742137346,@myspeedymart,2022-05-10T16:21:10.000Z,"Double trouble? More like Triple Trouble.    

Come grab these new Triple IPA Beers…trust me you’ll need a nice cold beer with this Texas heat  
@StoneBrewing
  @SierraNevada",,,30.44645656886937,-97.80592496,1652217670,2022,5,10,16,21,10,True,heat,,,,484530423001,484530455002.0,484530430001.0,,,,0.7081348230224643,0.1853031634492861,0.1065620135282428,,,,1.2,-0.0183
48,,4397,89692,89692,240,https://twitter.com/RudyEngland/status/1524520751088508928,@RudyEngland,2022-05-11T22:44:05.000Z,It’s Austin’s hottest May ever. I have officially entered the pool.  #atx,,,30.25494533898032,-97.76504475,1652327045,2022,5,11,22,44,5,True,hot,,,,484530004013,484530006012.0,,,,,0.9899097977302505,0.0100902022697184,,,,,0.2,0.0
49,,4401,25090,25090,63,https://twitter.com/CoachMarsh22/status/1524521173459087360,@CoachMarsh22,2022-05-11T22:45:46.000Z,State track meet tradition!! The Oasis the night before the meet!! #LadyCatTakeover,,17,30.40663994627672,-97.87673196,1652327146,2022,5,11,22,45,46,True,oasis,,,,484530011021,484530011012.0,484530011023.0,484530012004.0,,,0.9072468439877104,0.078779044,0.0125965807616117,0.001377532,,,0.3,0.0
53,,4679,409463,409463,3400,https://twitter.com/AntonyJosephind/status/1524818041590239233,@AntonyJosephind,2022-05-12T18:25:25.000Z,#SaveEarth #savetheplanet #ClimateCrisis #ClimateAction #ClimateActionNow #ClimateEmergency #climate #climatestrike,,,30.44635585773107,-97.68507697,1652397925,2022,5,12,18,25,25,True,climate,,,,484530410001,484530411001.0,,,,,0.9966793365886842,0.003320663,,,,,1.3,0.0
58,,5080,409444,409444,3381,https://twitter.com/AntonyJosephind/status/1525140385609269256,@AntonyJosephind,2022-05-13T15:46:18.000Z,#SaveEarth #saveplanetearth #wildfire #ClimateCrisis #ClimateEmergency #ClimateActionNow #ClimateAction,,,30.44635585773107,-97.68507697,1652474778,2022,5,13,15,46,18,True,climate,,,,484530423001,484530455002.0,484530430001.0,,,,0.7081348230224643,0.1853031634492861,0.1065620135282428,,,,1.3,0.0
60,,5288,352268,352268,961,https://twitter.com/FWISDAthletics/status/1525255497884086272,@FWISDAthletics,2022-05-13T23:23:43.000Z,"Freshman Nia Trammell, 
@ODWyattFWISD
 competes in a   scorching hot 5A Girls 100m field.
@FortWorthISD
 @AD_DrLisa",,4,30.283506290391127,-97.73227324,1652502223,2022,5,13,23,23,43,True,hot,,,,484530370002,484530366002.0,,,,,0.7917538897224634,0.2082461102776162,,,,,0.3,0.0
63,,5453,409401,409401,3338,https://twitter.com/andrerezaie/status/1525346154417905664,@andrerezaie,2022-05-14T05:23:57.000Z,"Literally knew this was going to happen, when it’s hotter next week (100+ degree temperatures) then it’s going to really come crashing down",,1,30.44635585773107,-97.68507697,1652523837,2022,5,14,5,23,57,True,degree,,,,484530011021,484530011012.0,484530011023.0,484530012004.0,,,0.9072468439877104,0.078779044,0.0125965807616117,0.001377532,,,0.4,0.0
67,,5541,352211,352211,904,https://twitter.com/qmartinez/status/1525495824968564738,@qmartinez,2022-05-14T15:18:41.000Z,"G-P’s Jacob Thomas said the conditions were hot midday but he was able to push through. 
@CallerSports
 @GPAthletics1
 @goGPtrack",,3,30.283506290391127,-97.73227324,1652559521,2022,5,14,15,18,41,True,hot,,,,484530321001,484530320002.0,,,,,0.5681435731070731,0.4318564268929565,,,,,1.6,0.0
69,,5738,427513,427513,1,https://twitter.com/dasautorista/status/1525598891395137553,@dasautorista,2022-05-14T22:08:14.000Z,Hot out today ,,2,30.37683458665482,-97.68060125,1652584094,2022,5,14,22,8,14,True,hot,,,,484530022161,,,,,,1.0000000000000002,,,,,,0.6,0.0
70,,5827,44238,44238,29,https://twitter.com/oldsheepdog_ay/status/1525655794607439872,@oldsheepdog_ay,2022-05-15T01:54:21.000Z,"Moon at beginning, milage and moon at arrival. 
#sweatysaturday",,,30.232049963784235,-97.82652594,1652597661,2022,5,15,1,54,21,True,sweat,,,,484530454002,484530454003.0,,,,,0.9279635430400456,0.072036457,,,,,0.6,0.0
71,,5930,172709,172709,25,https://twitter.com/CraigLBobo/status/1525843381410222082,@CraigLBobo,2022-05-15T14:19:45.000Z,It's a hot May in Austin Texas and our pool at @westoverhillsclubatx is the place to be! The pool was busy all day yesterday. #westoverhillsclubatx @ Westover Hills Club https://instagram.com/p/CdlPF-FgpVZltbFyctD0e2H5yKGQl6HZ2WFqe80/?igshid=YTgzYjQ4ZTY=…,,,30.38387524570164,-97.75441333,1652642385,2022,5,15,14,19,45,True,hot,,,,484530321002,484530019151.0,484530303001.0,,,,0.5150697272801066,0.2434061250025355,0.2415241477173227,,,,1.3,0.0
72,,5971,299927,299927,4775,https://twitter.com/pinkysmiles/status/1525886725091753984,@pinkysmiles,2022-05-15T17:11:59.000Z,"Running around town with my loves….. #austin #roundrock #laketravis #theoasis #pflugerville #texas #bbloggers #fashion #style #renttherunway #visitingaustintx @ Austin, Texas",,,30.26832471419792,-97.74867281,1652652719,2022,5,15,17,11,59,True,oasis,,,,484530423001,484530455002.0,484530430001.0,,,,0.7081348230224643,0.1853031634492861,0.1065620135282428,,,,1.0,0.0
75,,6337,45697,45697,23,https://twitter.com/oldsheepdog_ay/status/1526302660521078792,@oldsheepdog_ay,2022-05-16T20:44:46.000Z,"Before and after pics after a little branch trimming 
#procrastination 
#done
#sunnyweather",,1,30.184182735542706,-97.82169684,1652751886,2022,5,16,20,44,46,True,sunny,,,,484530423001,484530455002.0,484530430001.0,,,,0.7081348230224643,0.1853031634492861,0.1065620135282428,,,,0.6,0.0
76,,6432,409342,409342,3279,https://twitter.com/AntonyJosephind/status/1526368237793030144,@AntonyJosephind,2022-05-17T01:05:21.000Z,#SaveEarth #savetheplanet #ClimateCrisis #ClimateActionNow #climate #ClimateEmergency #ClimateJustice #ClimateStrike,,,30.44635585773107,-97.68507697,1652767521,2022,5,17,1,5,21,True,climate,,,,484530011032,484530011011.0,,,,,0.5875307449690023,0.4124692550310145,,,,,1.3,0.0
78,,6672,75736,75736,92,https://twitter.com/joebeerguy/status/1526655818938073095,@joebeerguy,2022-05-17T20:08:05.000Z,"Drinking a Smell the Van by Fairweather Cider Co. at 
@blacksheeplodge
 —",,,30.24871436285309,-97.77412343,1652836085,2022,5,17,20,8,5,True,weather,,,,484530445002,484530428002.0,484530428001.0,,,,0.6691300014859386,0.2682518792590952,0.062618119,,,,0.4,0.0
81,,7309,12130,12130,1124,https://twitter.com/TyRoot/status/1527316756062416896,@TyRoot,2022-05-19T15:54:25.000Z,"2010/2011 drought, part deux.",,,30.30988264162928,-97.96069731,1652993665,2022,5,19,15,54,25,True,drought,,,,484530024512,484530024372.0,,,,,0.7228116944659361,0.2771883055340829,,,,,0.4,0.0
84,,7722,342493,342493,351,https://twitter.com/jonnyjukeboxx/status/1527674109424984064,@jonnyjukeboxx,2022-05-20T15:34:25.000Z,"oh, it’s very hot ",,10,30.265497059799618,-97.73610558,1653078865,2022,5,20,15,34,25,True,hot,,,,484530023132,484530023073.0,484530023071.0,,,,0.9951886289446524,0.004644553,0.000166818,,,,0.0,0.0
87,,8323,459840,459840,0,https://twitter.com/alexbrownstown/status/1528098604153462784,@alexbrownstown,2022-05-21T19:41:12.000Z,Hot one on set! @ Unofficial Austin Motocross Park,,,30.16037560130724,-97.60256098,1653180072,2022,5,21,19,41,12,True,hot,,,,484530321002,484530321001.0,,,,,0.9613626698852328,0.0386373301147715,,,,,0.2,0.0
90,,8560,44236,44236,27,https://twitter.com/oldsheepdog_ay/status/1528192229856137219,@oldsheepdog_ay,2022-05-22T01:53:14.000Z,"The views enroute to work 
#17times 
#sweatyaf",,,30.232049963784235,-97.82652594,1653202394,2022,5,22,1,53,14,True,sweat,,,,484530404002,484530302004.0,484530404003.0,,,,0.8124337444461133,0.1023428585718955,0.085223397,,,,0.6,0.0
93,,8681,37160,37160,139,https://twitter.com/angstroms/status/1528385512796471296,@angstroms,2022-05-22T14:41:16.000Z,63 degrees this morning,,1,30.29539850886178,-97.84738456,1653248476,2022,5,22,14,41,16,True,degree,,,,484530011021,484530011012.0,484530011023.0,484530012004.0,,,0.9072468439877104,0.078779044,0.0125965807616117,0.001377532,,,0.7,0.0
97,,9658,409044,409044,2981,https://twitter.com/rgo2524/status/1529342081122152450,@rgo2524,2022-05-25T06:02:20.000Z,This is unbearable ,,1,30.44635585773107,-97.68507697,1653476540,2022,5,25,6,2,20,True,unbearable,,,,484530011021,484530011012.0,484530011023.0,484530012004.0,,,0.9072468439877104,0.078779044,0.0125965807616117,0.001377532,,,1.1,0.0
101,,10144,451153,451153,257,https://twitter.com/peterdog15/status/1529861794893897730,@peterdog15,2022-05-26T16:27:30.000Z,"The solar logo is coming together, literally, at Giga Texas! #Tesla #GigaTexas #Solar",,98,30.22191359399337,-97.61968768,1653600450,2022,5,26,16,27,30,True,solar,,,,484530454003,484530454002.0,484530325002.0,,,,0.4049005574700466,0.3708406930654507,0.2242587494644729,,,,0.4,0.0
102,,10232,408965,408965,2902,https://twitter.com/AntonyJosephind/status/1529931409376395275,@AntonyJosephind,2022-05-26T21:04:07.000Z,#SaveEarth #savetheplanet #ClimateCrisis #ClimateActionNow #ClimateEmergency #ClimateJustice,,1,30.44635585773107,-97.68507697,1653617047,2022,5,26,21,4,7,True,climate,,,,484530408003,484530453002.0,,,,,0.9990642359897872,0.000935764,,,,,1.3,0.0
103,,10627,336089,336089,578,https://twitter.com/cggarcia_g/status/1530328018492788738,@cggarcia_g,2022-05-27T23:20:06.000Z,scooter ride back downtown #notworking #beerhunting #5thstreet (not a typo) #wishyouwerehere #lingeringsunshine @ Central District Brewing,,,30.266416628667155,-97.73789426,1653711606,2022,5,27,23,20,6,True,sunshine,,,,484530019183,,,,,,1.0000000000000002,,,,,,0.3,0.0
110,,11114,66978,66978,6,https://twitter.com/MeLlamoKeanu/status/1530990377406275590,@MeLlamoKeanu,2022-05-29T19:12:05.000Z,"It's hot. #Texas #DownByTheCrick @ Parkside At Slaughter Creek, Austin, Texas https://instagram.com/p/CeJzrWvFiXc/?igshid=YTgzYjQ4ZTY=…",,,30.15682078268052,-97.78964959,1653869525,2022,5,29,19,12,5,True,hot,,,,484530454002,,,,,,1.0000000000000002,,,,,,0.4,0.0
113,,11376,299345,299345,4193,https://twitter.com/cmeslalom/status/1531368956098920448,@cmeslalom,2022-05-30T20:16:25.000Z,"The S Team workout facility has relocated in Westlake! Just in time for a sweaty summer 
@fringesport
 @ Austin, Texas https://instagram.com/p/CeMf1ZZO0EsY05Q3yw21rpatbp3IceGEP6N7ck0/?igshid=YTgzYjQ4ZTY=…",,1,30.26832471419792,-97.74867281,1653959785,2022,5,30,20,16,25,True,sweat,,,,484530404002,484530302004.0,484530404003.0,,,,0.8124337444461133,0.1023428585718955,0.085223397,,,,2.8,0.0
115,,11480,324486,324486,547,https://twitter.com/sheridannolen/status/1531455909905502209,@sheridannolen,2022-05-31T02:01:56.000Z,"experiencing them right now, need humidity blocker for my hair",,2,30.264646871816502,-97.74151775,1653980516,2022,5,31,2,1,56,True,humid,,,,484530332001,,,,,,1.0000000000000002,,,,,,0.4,0.0
118,,11799,299281,299281,4129,https://twitter.com/Thomas_of_Troy/status/1531839926060298240,@Thomas_of_Troy,2022-06-01T03:27:53.000Z,"@boyfrndz Hot Boiz, coming 2023 @ Austin, Texas",,,30.26832471419792,-97.74867281,1654072073,2022,6,1,3,27,53,True,hot,,,,484530424004,,,,,,1.0000000000000002,,,,,,0.6,0.0
119,,11919,355382,355382,219,https://twitter.com/ttrentham/status/1532046012436598786,@ttrentham,2022-06-01T17:06:48.000Z,Officially the hottest May on record. Sigh.,,,30.22396078643448,-97.73303775,1654121208,2022,6,1,17,6,48,True,hot,,,,484530424004,,,,,,1.0000000000000002,,,,,,0.7,0.0258
121,,11985,345963,345963,672,https://twitter.com/Sethersk82/status/1532095923299487745,@Sethersk82,2022-06-01T20:25:07.000Z,BREAKING NEWS it is sprinkling here! #atxweather #utaustin,,,30.284425917449305,-97.7340622,1654133107,2022,6,1,20,25,7,True,weather,,,,484530318002,,,,,,1.0000000000000002,,,,,,0.1,0.0
129,,13130,46615,46615,521,https://twitter.com/chuchukian/status/1533172866627387392,@chuchukian,2022-06-04T19:44:31.000Z,it’s sort of hot out,,2,30.22837634772502,-97.81937041,1654389871,2022,6,4,19,44,31,True,hot,,,,484530011021,484530011012.0,484530011023.0,484530012004.0,,,0.9072468439877104,0.078779044,0.0125965807616117,0.001377532,,,1.2,0.0
141,,14061,294812,294812,55,https://twitter.com/JoeBabaian/status/1534198225686642693,@JoeBabaian,2022-06-07T15:38:55.000Z,"Wait! I know it's going to be Dante hot in Austin this week, but this morning weather (85F), blue sky, and breeze beats Houston!!",,4,30.291782082962595,-97.7483751,1654634335,2022,6,7,15,38,55,True,hot,,,,484530007001,484530011012.0,,,,,0.6204181893186127,0.3795818106813515,,,,,0.7,0.0
145,,14473,321896,321896,48,https://twitter.com/Sethersk82/status/1534608978235252736,@Sethersk82,2022-06-08T18:51:06.000Z,I’m in the shade,,1,30.288104189342626,-97.74121837,1654732266,2022,6,8,18,51,6,True,shade,,,,484530019183,,,,,,1.0000000000000002,,,,,,0.1,0.0
146,,14477,298941,298941,3789,https://twitter.com/TURNtheQUIETup/status/1534611383630893059,@TURNtheQUIETup,2022-06-08T19:00:40.000Z,"Riding out the heat wave in my white linen. @ Austin, Texas https://instagram.com/p/CejiUbvp90g/?igshid=YTgzYjQ4ZTY=…",,,30.26832471419792,-97.74867281,1654732840,2022,6,8,19,0,40,True,heat,,,,484530022161,,,,,,1.0000000000000002,,,,,,2.7,0.0
147,,14498,286311,286311,191,https://twitter.com/RichardMcCrackn/status/1534622936266588160,@RichardMcCrackn,2022-06-08T19:46:34.000Z,"We’re still goofing off, it’s hot out 
@jmeta
 @Swag_Stakepool
 @amw7
 @ADAFrog_Pool",,216,30.259336974704468,-97.75238745,1654735594,2022,6,8,19,46,34,True,hot,,,,484530014013,484530013111.0,484530013122.0,484530014011.0,,,0.4215246055630205,0.2955237889933104,0.2514154585854393,0.0315361468582355,,,1.9,0.0
150,,14669,269448,269448,144,https://twitter.com/RichardMcCrackn/status/1534701263895597056,@RichardMcCrackn,2022-06-09T00:57:49.000Z,"Chillin in the heat with 
@cryptomanran
 at Cardano #Consensus2022 ",,560,30.261175647865247,-97.75596494,1654754269,2022,6,9,0,57,49,True,heat,,,,484530012005,484530013091.0,484530019113.0,,,,0.9115977954574817,0.081548606,0.006853598,,,,1.9,0.0
153,,14901,74585,74585,13,https://twitter.com/artsy_allen/status/1534961247904489472,@artsy_allen,2022-06-09T18:10:54.000Z,Catching this summer glow in Austin!,,17,30.32181060890502,-97.77501565,1654816254,2022,6,9,18,10,54,True,glow,,,,484530011021,484530011012.0,484530011023.0,484530012004.0,,,0.9072468439877104,0.078779044,0.0125965807616117,0.001377532,,,1.9,0.0
155,,14925,76849,76849,109,https://twitter.com/Boss_IE/status/1534976081274585108,@Boss_IE,2022-06-09T19:09:50.000Z,That #Water hits a lil different in this #TexasHeat #BartonSprings 68° cold water @ Barton Springs Pool,,,30.264035208714137,-97.7721327,1654819790,2022,6,9,19,9,50,True,heat,,,,484530019191,,,,,,1.0000000000000002,,,,,,0.9,0.0
156,,14963,450751,450751,167,https://twitter.com/pinkysmiles/status/1534992197585469440,@pinkysmiles,2022-06-09T20:13:53.000Z,"The heat is on ….. #hotweekend #theheatison #hellosummer @ Pflugerville, Texas https://instagram.com/p/CemPfnflALe/?igshid=YTgzYjQ4ZTY=…",,,30.43662585280968,-97.61667272,1654823633,2022,6,9,20,13,53,True,heat,,,,484530333003,,,,,,1.0000000000000002,,,,,,1.0,0.0
164,,15311,80374,80374,113,https://twitter.com/EmKay_Texas/status/1535312286327373824,@EmKay_Texas,2022-06-10T17:25:48.000Z,"When it’s this hot outside, ya gotta switch up your fetch game. #taylorhowlisonswift #barkingsprings  #atx #canwegetsomeacinhere @ Barton Springs/Zilker park https://instagram.com/p/CeohDLMFWvlk0djQ423gBOQO4qK89y0oqV23us0/?igshid=YTgzYjQ4ZTY=…",,,30.26492053193407,-97.77032124,1654899948,2022,6,10,17,25,48,True,hot,,,,484530008011,484530021111.0,,,,,0.6895148822199182,0.3104851177801145,,,,,0.8,0.0
165,,15405,54273,54273,438,https://twitter.com/T_Miller505/status/1535354758474743808,@T_Miller505,2022-06-10T20:14:34.000Z,So hot in my car my glasses steamed up,,1,30.29054884186632,-97.80962178,1654910074,2022,6,10,20,14,34,True,hot,,,,484530002054,,,,,,1.0000000000000002,,,,,,0.2,0.0
166,,15537,385011,385011,1,https://twitter.com/Chichiloaustin/status/1535410561093099521,@Chichiloaustin,2022-06-10T23:56:18.000Z,#recuerdos #trail #backinshape #chef #ATX #hot #summeritshere #summer #mexican #sobrevivire @ Easton Park,,,30.15886181286261,-97.71948298,1654923378,2022,6,10,23,56,18,True,hot,,,,484530373002,484530373001.0,,,,,0.9561988238811304,0.043801176,,,,,1.2,0.0
167,,15552,298845,298845,3693,https://twitter.com/fullspectrumice/status/1535421394514628609,@fullspectrumice,2022-06-11T00:39:21.000Z,"Another ice cold drink luge on a hot Texas night! #fullspectrumice #thinkoutsidetheblocks #brrriliant #icesculpture @ Austin, Texas https://instagram.com/p/CepSq88F24C/?igshid=YTgzYjQ4ZTY=…",,,30.26832471419792,-97.74867281,1654925961,2022,6,11,0,39,21,True,hot,,,,484530011021,484530011012.0,484530011023.0,484530012004.0,,,0.9072468439877104,0.078779044,0.0125965807616117,0.001377532,,,0.4,0.0
172,,15931,321584,321584,26,https://twitter.com/carabeaty9501/status/1535714781998600194,@carabeaty9501,2022-06-11T20:05:10.000Z, #ERBC #Dusty,,,30.30073501666619,-97.74105703,1654995910,2022,6,11,20,5,10,True,dusty,,,,484530019113,484530019231.0,,,,,0.6317568495674101,0.3682431504326206,,,,,0.8,0.0
173,,15997,2131,2131,299,https://twitter.com/WilCoWFC/status/1535751138741571584,@WilCoWFC,2022-06-11T22:29:39.000Z,It's a scorcher out here!,,5,30.45280531852985,-98.00608649,1655004579,2022,6,11,22,29,39,True,scorcher,,,,484530006012,484530007001.0,484530004013.0,,,,0.974133734970306,0.016630594,0.009235671,,,,0.8,0.0
174,,16001,76922,76922,11,https://twitter.com/alva_wave/status/1535754899102777344,@alva_wave,2022-06-11T22:44:35.000Z,It’s hot out here,,8,30.255013034560047,-97.77224495,1655005475,2022,6,11,22,44,35,True,hot,,,,484530024101,,,,,,1.0000000000000002,,,,,,0.4,0.0
177,,16225,286706,286706,55,https://twitter.com/BigDre73/status/1536021186592788480,@BigDre73,2022-06-12T16:22:43.000Z,Steak & Parmesan Fried Egg on this HOT Texas Sunday. #bigdrefoodieforlife,,8,30.24670601262332,-97.75254708,1655068963,2022,6,12,16,22,43,True,hot,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.9,0.0
183,,16380,40149,40149,210,https://twitter.com/shadyrudy/status/1536140227915436033,@shadyrudy,2022-06-13T00:15:45.000Z,Toasty out there. #atxwx #austinweather,,,30.13653955139172,-97.84204265,1655097345,2022,6,13,0,15,45,True,toast,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,0.1,0.0
185,,16413,285801,285801,44,https://twitter.com/totopopup/status/1536162653197959168,@totopopup,2022-06-13T01:44:51.000Z,way do my parents make me train in the heat,,2,30.26475023647056,-97.75231901,1655102691,2022,6,13,1,44,51,True,heat,,,,484530001022,484530001012.0,,,,,0.9206856067835668,0.079314393,,,,,1.7,0.0
